Unnamed: 0,pref,week,regnames,date,year,month,hol,tmean,totdeath_all,totdeath_age0059,totdeath_age6069,totdeath_age7079,totdeath_age8089,totdeath_age9099,pwind,pwind_cat,typhoon_no,typhoon_name,totpop_all,totpop_6099,totpop_6069,totpop_7079,totpop_8099,income,med4_ratio,flood_per,landslide_per
3020,6,410,Yamagata,2017/11/3,2017,11,1,11.42857143,1009,53,88,202,349,317,0,none,2017304N11127,DAMREY,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3021,6,411,Yamagata,2017/11/10,2017,11,0,8.428571429,520,43,59,105,198,115,0,none,2017312N10134,HAIKUI,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3022,6,412,Yamagata,2017/11/17,2017,11,1,3,536,37,37,84,228,150,0,none,2017312N10134,HAIKUI,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3023,6,413,Yamagata,2017/11/24,2017,11,0,2.857142857,175,19,14,32,65,45,0,none,,,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3024,6,414,Yamagata,2017/12/1,2017,12,0,2.428571429,2274,99,271,370,877,657,0,none,,,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3025,6,415,Yamagata,2017/12/8,2017,12,0,1.142857143,317,50,51,68,76,72,0,none,,,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3026,6,416,Yamagata,2017/12/15,2017,12,0,0.857142857,304,20,30,54,131,69,0,none,2017347N11131,KAI-TAK,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3027,6,417,Yamagata,2017/12/22,2017,12,1,1.142857143,333,17,24,89,122,81,0,none,2017347N11131,KAI-TAK,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3028,6,418,Yamagata,2017/12/29,2017,12,1,0,917,67,95,217,321,217,0,none,2017364N07138,BOLAVEN,1102,438,178,130,130,5825,0.346961326,23.5,5.8
3029,6,419,Yamagata,2018/1/5,2018,1,1,0,416,36,65,80,137,98,0,none,2017364N07138,BOLAVEN,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3030,6,420,Yamagata,2018/1/12,2018,1,0,-0.714285714,211,24,30,37,53,67,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3031,6,421,Yamagata,2018/1/19,2018,1,0,-1.714285714,1273,116,174,279,439,265,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3032,6,422,Yamagata,2018/1/26,2018,1,0,-2.714285714,628,29,59,108,255,177,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3033,6,423,Yamagata,2018/2/2,2018,2,0,-1.142857143,1086,77,109,295,418,187,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3034,6,424,Yamagata,2018/2/9,2018,2,1,0.142857143,260,10,36,32,113,69,0,none,2018039N08151,SANBA,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3035,6,425,Yamagata,2018/2/16,2018,2,0,-2.285714286,390,32,44,77,116,121,0,none,2018039N08151,SANBA,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3036,6,426,Yamagata,2018/2/23,2018,2,0,0.142857143,229,23,21,50,90,45,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3037,6,427,Yamagata,2018/3/2,2018,3,0,2.714285714,242,12,31,59,82,58,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3038,6,428,Yamagata,2018/3/9,2018,3,0,6.142857143,1424,64,120,345,523,372,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3039,6,429,Yamagata,2018/3/16,2018,3,1,4,1610,123,254,276,471,486,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3040,6,430,Yamagata,2018/3/23,2018,3,0,10.28571429,406,17,39,111,142,97,0,none,2018082N04147,JELAWAT,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3041,6,431,Yamagata,2018/3/30,2018,3,0,9.714285714,236,17,20,49,93,57,0,none,2018082N04147,JELAWAT,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3042,6,432,Yamagata,2018/4/6,2018,4,0,8.285714286,275,19,28,56,100,72,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3043,6,433,Yamagata,2018/4/13,2018,4,0,10.14285714,460,21,64,82,179,114,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3044,6,434,Yamagata,2018/4/20,2018,4,0,14.71428571,149,15,24,24,63,23,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3045,6,435,Yamagata,2018/4/27,2018,4,1,16.71428571,946,85,108,262,309,182,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3046,6,436,Yamagata,2018/5/4,2018,5,1,12.85714286,192,18,22,40,71,41,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3047,6,437,Yamagata,2018/5/11,2018,5,0,18,232,13,41,56,79,43,0,none,2018129N15153,UNNAMED,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3048,6,438,Yamagata,2018/5/18,2018,5,0,16.28571429,264,20,25,61,111,47,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3049,6,439,Yamagata,2018/5/25,2018,5,0,20,371,19,46,72,142,92,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3050,6,440,Yamagata,2018/6/1,2018,6,0,21.42857143,1546,143,203,382,516,302,0,none,2018153N12113,EWINIAR,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3051,6,441,Yamagata,2018/6/8,2018,6,0,18.57142857,390,34,43,74,170,69,0,none,2018153N12113,EWINIAR,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3052,6,442,Yamagata,2018/6/15,2018,6,0,18.71428571,398,25,53,83,150,87,0,none,2018165N22117,GAEMI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3053,6,443,Yamagata,2018/6/22,2018,6,0,23.57142857,611,59,50,117,217,168,0,none,2018165N22117,GAEMI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3054,6,444,Yamagata,2018/6/29,2018,6,0,26.71428571,1249,147,88,341,407,266,0,none,2018179N19134,PRAPIROON,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3055,6,445,Yamagata,2018/7/6,2018,7,0,24,212,14,20,35,82,61,0,none,2018179N19134,PRAPIROON,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3056,6,446,Yamagata,2018/7/13,2018,7,1,27.57142857,415,45,56,108,130,76,0,none,2018184N10147,MARIA,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3057,6,447,Yamagata,2018/7/20,2018,7,0,28.42857143,435,43,59,100,162,71,0,none,2018204N15137,JONGDARI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3058,6,448,Yamagata,2018/7/27,2018,7,0,27.71428571,997,95,117,223,340,222,0,none,2018204N15137,JONGDARI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3059,6,449,Yamagata,2018/8/3,2018,8,0,24.85714286,334,19,19,58,134,104,12.1206689,none,2018222N16147,LEEPI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3060,6,450,Yamagata,2018/8/10,2018,8,0,26.14285714,470,18,44,108,149,151,4.895153972,none,2018222N16147,LEEPI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3061,6,451,Yamagata,2018/8/17,2018,8,0,24.85714286,635,32,37,117,243,206,0,none,2018226N23128,RUMBIA,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3062,6,452,Yamagata,2018/8/24,2018,8,0,23.71428571,380,38,40,89,120,93,0.671213184,none,2018239N11161,JEBI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3063,6,453,Yamagata,2018/8/31,2018,8,0,23.28571429,388,41,37,82,138,90,19.18660414,tropical storm,2018239N11161,JEBI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3064,6,454,Yamagata,2018/9/7,2018,9,0,20.14285714,205,18,28,36,75,48,0,none,2018239N11161,JEBI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3065,6,455,Yamagata,2018/9/14,2018,9,1,20.71428571,487,37,40,107,179,124,0,none,2018251N20122,BARIJAT,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3066,6,456,Yamagata,2018/9/21,2018,9,1,18.14285714,433,14,47,98,175,99,0,none,2018263N12146,TRAMI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3067,6,457,Yamagata,2018/9/28,2018,9,0,18,422,46,55,76,161,84,18.17805661,tropical storm,2018263N12146,TRAMI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3068,6,458,Yamagata,2018/10/5,2018,10,1,18.85714286,285,13,38,55,103,76,0,none,2018263N12146,TRAMI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3069,6,459,Yamagata,2018/10/12,2018,10,0,13.57142857,397,29,35,58,166,109,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3070,6,460,Yamagata,2018/10/19,2018,10,0,13,563,20,28,79,226,210,0,none,2018294N08161,YUTU,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3071,6,461,Yamagata,2018/10/26,2018,10,0,11.71428571,190,11,14,39,79,47,0,none,2018294N08161,YUTU,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3072,6,462,Yamagata,2018/11/2,2018,11,0,11.14285714,1350,92,108,320,502,328,0,none,2018294N08161,YUTU,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3073,6,463,Yamagata,2018/11/9,2018,11,0,11,306,15,22,56,109,104,0,none,2018311N07179,USAGI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3074,6,464,Yamagata,2018/11/16,2018,11,0,7.285714286,161,8,17,25,75,36,0,none,2018324N04156,MAN-YI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3075,6,465,Yamagata,2018/11/23,2018,11,1,6.571428571,343,39,26,78,122,78,0,none,2018324N04156,MAN-YI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3076,6,466,Yamagata,2018/11/30,2018,11,0,6,1160,101,103,230,422,304,0,none,2018324N04156,MAN-YI,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3077,6,467,Yamagata,2018/12/7,2018,12,0,1.714285714,525,23,58,112,189,143,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3078,6,468,Yamagata,2018/12/14,2018,12,0,2,242,17,26,29,98,72,0,none,,,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3079,6,469,Yamagata,2018/12/21,2018,12,1,2.428571429,235,8,16,47,99,65,0,none,2018358N07140,UNNAMED,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3080,6,470,Yamagata,2018/12/28,2018,12,1,-1.142857143,354,49,43,59,127,76,0,none,2018358N07140,UNNAMED,1092,439,175,133,131,5825,0.346961326,23.5,5.8
3081,6,471,Yamagata,2019/1/4,2019,1,0,0.857142857,287,27,25,68,101,66,0,none,2019004N03175,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3082,6,472,Yamagata,2019/1/11,2019,1,1,0.714285714,1141,81,137,206,440,277,0,none,2019004N03175,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3083,6,473,Yamagata,2019/1/18,2019,1,0,-0.571428571,378,23,26,67,147,115,0,none,2019004N03175,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3084,6,474,Yamagata,2019/1/25,2019,1,0,-0.714285714,570,41,75,123,206,125,0,none,2019004N03175,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3085,6,475,Yamagata,2019/2/1,2019,2,0,1,550,40,73,137,197,103,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3086,6,476,Yamagata,2019/2/8,2019,2,1,-1.428571429,221,13,23,53,93,39,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3087,6,477,Yamagata,2019/2/15,2019,2,0,2.857142857,170,7,16,30,70,47,0,none,2019050N05163,WUTIP,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3088,6,478,Yamagata,2019/2/22,2019,2,0,4,276,36,27,75,101,37,0,none,2019050N05163,WUTIP,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3089,6,479,Yamagata,2019/3/1,2019,3,0,5.428571429,177,8,15,43,67,44,0,none,2019050N05163,WUTIP,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3090,6,480,Yamagata,2019/3/8,2019,3,0,6,1128,109,163,253,375,228,0,none,2019071N04161,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3091,6,481,Yamagata,2019/3/15,2019,3,1,6.285714286,507,56,64,108,177,102,0,none,2019071N04161,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3092,6,482,Yamagata,2019/3/22,2019,3,0,5.571428571,170,19,31,21,64,35,0,none,2019071N04161,UNNAMED,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3093,6,483,Yamagata,2019/3/29,2019,3,0,3.428571429,435,19,41,60,151,164,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3094,6,484,Yamagata,2019/4/5,2019,4,0,7,211,15,25,34,76,61,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3095,6,485,Yamagata,2019/4/12,2019,4,0,11,385,35,41,64,142,103,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3096,6,486,Yamagata,2019/4/19,2019,4,0,13.57142857,905,63,90,155,333,264,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3097,6,487,Yamagata,2019/4/26,2019,4,1,11.57142857,217,13,31,51,72,50,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3098,6,488,Yamagata,2019/5/3,2019,5,1,15.28571429,455,19,35,82,198,121,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3099,6,489,Yamagata,2019/5/10,2019,5,0,16.57142857,285,16,28,26,107,108,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3100,6,490,Yamagata,2019/5/17,2019,5,0,18.57142857,130,7,16,19,57,31,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3101,6,491,Yamagata,2019/5/24,2019,5,0,20.85714286,162,6,17,25,67,47,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3102,6,492,Yamagata,2019/5/31,2019,5,0,20.71428571,331,18,36,59,105,113,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3103,6,493,Yamagata,2019/6/7,2019,6,0,17.85714286,245,16,20,86,80,43,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3104,6,494,Yamagata,2019/6/14,2019,6,0,19.14285714,223,14,30,49,86,44,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3105,6,495,Yamagata,2019/6/21,2019,6,0,21.57142857,1173,67,109,287,421,289,0,none,2019176N18128,SEPAT,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3106,6,496,Yamagata,2019/6/28,2019,6,0,22,1684,106,136,318,723,401,0,none,2019176N18128,SEPAT,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3107,6,497,Yamagata,2019/7/5,2019,7,0,20,248,13,17,36,99,83,0,none,2019176N18128,SEPAT,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3108,6,498,Yamagata,2019/7/12,2019,7,1,22.57142857,680,35,79,113,288,165,0,none,2019195N13136,DANAS,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3109,6,499,Yamagata,2019/7/19,2019,7,0,24.28571429,260,20,34,31,107,68,0,none,2019195N13136,DANAS,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3110,6,500,Yamagata,2019/7/26,2019,7,0,28.28571429,1144,102,135,190,451,266,0,none,2019205N23137,NARI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3111,6,501,Yamagata,2019/8/2,2019,8,0,29.14285714,354,21,21,78,127,107,0,none,2019213N17155,FRANCISCO,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3112,6,502,Yamagata,2019/8/9,2019,8,1,28,431,19,51,96,153,112,0,none,2019213N17155,FRANCISCO,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3113,6,503,Yamagata,2019/8/16,2019,8,0,26.85714286,295,19,36,64,112,64,0,none,2019216N16147,KROSA,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3114,6,504,Yamagata,2019/8/23,2019,8,0,23.85714286,251,27,38,59,83,44,0,none,2019231N13135,BAILU,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3115,6,505,Yamagata,2019/8/30,2019,8,0,22.71428571,809,52,65,190,322,180,0,none,2019242N14180,FAXAI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3116,6,506,Yamagata,2019/9/6,2019,9,0,25.42857143,1151,90,105,253,425,278,7.486663709,none,2019242N14180,FAXAI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3117,6,507,Yamagata,2019/9/13,2019,9,1,20.42857143,299,8,29,69,111,82,0,none,2019242N14180,FAXAI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3118,6,508,Yamagata,2019/9/20,2019,9,1,19.14285714,179,11,15,40,67,46,0,none,2019260N20129,TAPAH,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3119,6,509,Yamagata,2019/9/27,2019,9,0,19.71428571,307,30,28,73,126,50,0,none,2019268N10155,MITAG,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3120,6,510,Yamagata,2019/10/4,2019,10,0,17.85714286,242,22,16,47,82,75,0,none,2019278N16165,HAGIBIS,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3121,6,511,Yamagata,2019/10/11,2019,10,1,13.85714286,206,10,20,28,90,58,24.01774921,severe tropical storm,2019278N16165,HAGIBIS,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3122,6,512,Yamagata,2019/10/18,2019,10,1,14.42857143,187,17,18,36,73,43,0,none,2019288N16136,NEOGURI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3123,6,513,Yamagata,2019/10/25,2019,10,0,13.57142857,253,20,31,69,94,39,0,none,2019288N16136,NEOGURI,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3124,6,514,Yamagata,2019/11/1,2019,11,1,11.42857143,153,14,14,38,54,33,0,none,2019306N10162,HALONG,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3125,6,515,Yamagata,2019/11/8,2019,11,0,9.714285714,330,15,22,67,127,99,0,none,2019314N12172,FENGSHEN,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3126,6,516,Yamagata,2019/11/15,2019,11,0,7.571428571,293,23,38,37,108,87,0,none,2019314N12172,FENGSHEN,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3127,6,517,Yamagata,2019/11/22,2019,11,1,6.285714286,359,22,36,64,144,93,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3128,6,518,Yamagata,2019/11/29,2019,11,0,3.428571429,244,27,26,61,81,49,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3129,6,519,Yamagata,2019/12/6,2019,12,0,3.571428571,361,28,31,77,139,86,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3130,6,520,Yamagata,2019/12/13,2019,12,0,3.285714286,215,12,23,44,89,47,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3131,6,521,Yamagata,2019/12/20,2019,12,0,3.714285714,613,71,78,169,177,118,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3132,6,522,Yamagata,2019/12/27,2019,12,1,2.4,624,37,47,123,250,167,0,none,,,1079,439,169,140,130,5825,0.346961326,23.5,5.8
3133,7,1,Fukushima,2010/1/1,2010,1,1,1.714285714,1571,82,188,286,585,430,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3134,7,2,Fukushima,2010/1/8,2010,1,1,1.714285714,585,40,75,117,187,166,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3135,7,3,Fukushima,2010/1/15,2010,1,0,2.714285714,155,19,20,34,52,30,0,none,2010018N07113,UNNAMED,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3136,7,4,Fukushima,2010/1/22,2010,1,0,2.857142857,258,14,24,81,83,56,0,none,2010018N07113,UNNAMED,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3137,7,5,Fukushima,2010/1/29,2010,1,0,2,378,26,35,99,131,87,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3138,7,6,Fukushima,2010/2/5,2010,2,1,1.571428571,233,25,22,41,94,51,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3139,7,7,Fukushima,2010/2/12,2010,2,0,1.142857143,425,31,44,90,148,112,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3140,7,8,Fukushima,2010/2/19,2010,2,0,4.857142857,177,11,10,25,67,64,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3141,7,9,Fukushima,2010/2/26,2010,2,0,5.285714286,548,34,41,103,207,163,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3142,7,10,Fukushima,2010/3/5,2010,3,0,4.142857143,1047,86,122,179,426,234,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3143,7,11,Fukushima,2010/3/12,2010,3,0,6.714285714,1086,70,75,230,428,283,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3144,7,12,Fukushima,2010/3/19,2010,3,1,6.857142857,373,30,45,66,130,102,0,none,2010078N03153,OMAIS,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3145,7,13,Fukushima,2010/3/26,2010,3,0,4.571428571,179,13,9,53,56,48,0,none,2010078N03153,OMAIS,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3146,7,14,Fukushima,2010/4/2,2010,4,0,9,330,25,20,63,126,96,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3147,7,15,Fukushima,2010/4/9,2010,4,0,9.714285714,901,58,85,199,339,220,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3148,7,16,Fukushima,2010/4/16,2010,4,0,7.857142857,421,31,52,83,154,101,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3149,7,17,Fukushima,2010/4/23,2010,4,1,9.428571429,449,54,47,94,151,103,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3150,7,18,Fukushima,2010/4/30,2010,4,1,17.57142857,469,33,64,119,169,84,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3151,7,19,Fukushima,2010/5/7,2010,5,0,14.85714286,1872,93,104,359,810,506,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3152,7,20,Fukushima,2010/5/14,2010,5,0,16.14285714,330,29,63,81,96,61,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3153,7,21,Fukushima,2010/5/21,2010,5,0,17.42857143,428,28,21,85,147,147,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3154,7,22,Fukushima,2010/5/28,2010,5,0,15.85714286,280,21,15,66,112,66,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3155,7,23,Fukushima,2010/6/4,2010,6,0,19.85714286,403,53,62,62,131,95,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3156,7,24,Fukushima,2010/6/11,2010,6,0,22.14285714,302,23,40,76,113,50,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3157,7,25,Fukushima,2010/6/18,2010,6,0,23.85714286,1054,56,110,205,430,253,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3158,7,26,Fukushima,2010/6/25,2010,6,0,24.28571429,258,13,22,61,91,71,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3159,7,27,Fukushima,2010/7/2,2010,7,0,25.85714286,451,33,38,99,183,98,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3160,7,28,Fukushima,2010/7/9,2010,7,0,23.85714286,422,35,53,101,151,82,0,none,2010191N12138,CONSON,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3161,7,29,Fukushima,2010/7/16,2010,7,1,28.28571429,1136,82,141,207,430,276,0,none,2010200N26127,UNNAMED,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3162,7,30,Fukushima,2010/7/23,2010,7,0,28.57142857,233,6,21,59,81,66,0,none,2010200N26127,UNNAMED,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3163,7,31,Fukushima,2010/7/30,2010,7,0,29.28571429,351,19,51,81,115,85,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3164,7,32,Fukushima,2010/8/6,2010,8,0,29.14285714,651,57,77,133,224,160,11.57657486,none,2010218N20127,DIANMU,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3165,7,33,Fukushima,2010/8/13,2010,8,0,27.57142857,274,16,15,41,130,72,0,none,2010218N20127,DIANMU,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3166,7,34,Fukushima,2010/8/20,2010,8,0,28.28571429,1208,96,91,224,399,398,0,none,2010233N17119,MINDULLE,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3167,7,35,Fukushima,2010/8/27,2010,8,0,28.57142857,2097,188,356,472,665,416,0,none,2010240N15142,KOMPASU,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3168,7,36,Fukushima,2010/9/3,2010,9,0,26.42857143,215,13,30,18,84,70,0,none,2010243N12146,MALOU,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3169,7,37,Fukushima,2010/9/10,2010,9,0,22.42857143,374,30,51,92,128,73,0,none,2010243N12146,MALOU,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3170,7,38,Fukushima,2010/9/17,2010,9,1,21.14285714,1204,74,97,253,418,362,0,none,2010249N24125,MERANTI,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3171,7,39,Fukushima,2010/9/24,2010,9,0,16.85714286,1899,123,185,319,761,511,0,none,2010256N17137,FANAPI,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3172,7,40,Fukushima,2010/10/1,2010,10,0,19.14285714,370,23,36,67,135,109,0,none,2010263N15149,MALAKAS,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3173,7,41,Fukushima,2010/10/8,2010,10,1,19.28571429,231,21,35,31,79,65,0,none,2010285N13145,MEGI,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3174,7,42,Fukushima,2010/10/15,2010,10,0,16.71428571,356,22,44,72,130,88,0,none,2010285N13145,MEGI,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3175,7,43,Fukushima,2010/10/22,2010,10,0,12,527,44,45,114,182,142,0,none,2010293N16147,CHABA,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3176,7,44,Fukushima,2010/10/29,2010,10,1,11.42857143,718,86,77,130,246,179,2.229855453,none,2010293N16147,CHABA,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3177,7,45,Fukushima,2010/11/5,2010,11,0,10.14285714,386,13,30,83,166,94,0,none,2010305N06105,JAL,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3178,7,46,Fukushima,2010/11/12,2010,11,0,9.428571429,286,24,23,49,111,79,0,none,2010315N14112,UNNAMED,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3179,7,47,Fukushima,2010/11/19,2010,11,1,8.428571429,325,20,30,57,123,95,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
3180,7,48,Fukushima,2010/11/26,2010,11,0,8.571428571,301,25,30,55,102,89,0,none,,,2028,663,275,223,165,5387,0.432385374,10.9,3.4
